Needs work:
TODO - needs to be checked (some are proper, others missing or improper)

Double-check:
FP - fictional placeholder (replace if possible, but don't waste time on non-focus areas)
HTLP - historical top liege used as placeholder (can be replaced, but should perhaps not be replaced with a fictional placeholder)
HCV - historical character to verify (when the area is the focus)

Done:
CHP - correct historical placeholder (might verify further in the future, but some should definiely be replaced)
CHH - correct historical holder (only replace if necessary)

Dates:
CM - 769.1.1 - vanilla's "Early Middle Ages" bookmark
tOG - 867.1.1 - vanilla's "Viking Age" bookmark
IC	- 936.8.7 - vanilla's "The Iron Century" bookmark
Stamford - 1066.9.15 - vanilla's "Stamford Bridge" bookmark; any date between here and 1337.1.1 is supposed to be playable
Alexiad	- 1081.4.1 - vanilla's "The Alexiad" bookmark 
Bangchang - 1127.4.20 - founding of (Da) Chu
Shaoxing - 1142.10.1 (approx.) - Treaty of Shaoxing ratified
Genpei - 1180.6.15 - start of the Genpei War
CK3 - 1187.1.1 - vanilla's "The Third Crusade" bookmark
Kamakura - 1192.8.21 - formal proclamation of the Kamakura Shogunate
Latin - 1204.5.16 - vanilla's "The Latin Empire" bookmark
Genghis - 1206.1.1 (approx.) - Temujin proclaimed Genghis Khan
Mongols - 1220.2.1 - vanilla's "Age of the Mongols" bookmark; we probably care more about the previous one
Legacy - 1227.8.18 - death of Genghis
Hansa - 1241.5.1 - vanilla's "Rise of the Hansa" bookmark
Toluid - 1259.8.11 - death of Möngke Khan, approximate start of the Toluid Civil War
Yamen - 1279.3.19 - Battle of Yamen, end of the Song dynasty
HYW -	1337.1.1 - vanilla's "Late Middle Ages" bookmark; last possible start


TITLE					REGION			CM		tOG		IC		Stamford	Alexiad		Bangchang	Shaoxing	Genpei 	CK3		Kamakura	Latin	Genghis		Mongols		Legacy	Hansa	Toluid	Yamen	HYW
c_demak					Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dengzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_deyang				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dezhou				China			CHH		CHH		CHH		HTLP		CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dien_bien				Vietnam			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dilie					Mongolia		HCV		HCV		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dingcheng				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dingxi				China			CHH		CHP		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dompu					Java			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_donggala				Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dongguan				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dongnae				Korea			CHH		CHH		HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dongpyeong			Manchuria		FP		FP		HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dongsheng				Mongolia		CHH		CHH		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dongying				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_douse					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dumai					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_dundun				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_echizen				Japan			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_elu					Dali			CHH		CHH		HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ennarea				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_enshi					China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_eskaya				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_etchu					Japan			CHH		CHH		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_fengcheng				China			CHH		HTLP	CHH		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_futa_jallon			West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_fuxin					China			CHH		CHH		CHP		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_fuyang				China			CHH		HTLP	HTLP	CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_fuzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gaeseong				Korea			HTLP	CHP		CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gambela				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gammun				Korea			HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ganggye				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ganghwa				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gangneung				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ganzhou				China			HTLP	CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_garoowe				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_garze					Tibet			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gayo					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gelanggi				Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_geochang				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_geoje					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gimje					Korea			HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gongju				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_goto					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guangling				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guangnan				Dali			FP		FP		HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guangyuan				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guangzhou				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gueleng				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guiuan				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guixian				China			CHH		CHP		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guizhou				China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gumi					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gunungmegang			Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_guseong				Korea			CHH		HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gyalthang				Tibet			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_gyeongju				Korea			CHH		CHH		HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ha_giang				Vietnam			FP		FP		HTLP	CHP			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ha_tinh				Vietnam			FP		FP		CHH		HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_haciha				Manchuria		FP		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hadiya				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_haeju					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hai_phong				Vietnam			CHP		CHP		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_haian					Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_haixing				China			CHH		CHH		CHH		HTLP		CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hamheung				Korea			FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hangzhou				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hanseong				Korea			HTLP	HTLP	CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hanzhong				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_harima				Japan			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_haripunchai			Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hata					Japan			CHH		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hechi					China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hechuan				Dali			HTLP	HTLP	HCV		HCV			HCV			HCV			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hefei					China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heichezi				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heisui				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heluo					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heng					China			CHH		CHP		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hengshui				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hengzhou				China			CHH		CHP		HTLP	CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heshan				China			CHH		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heunggong				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_heyuan				China			CHH		CHH		HTLP	CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hezhou				China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hida					Japan			CHH		CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_higo					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_himologan				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hitachi				Japan			CHH		CHH		CHP		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hizen					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hkamti				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hoa_binh				Vietnam			FP		FP		CHH		HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hoewon				Manchuria		FP		FP		CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hoki					Japan			HTLP	CHH		CHP		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hokuzan				Ryukyu			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_honam					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hongan				China			CHH		CHH		CHH		CHH			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hongcheng				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_horepasi				Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hsenwi				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hsipaw				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hua_phan				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huaian				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huaibei				China			CHH		CHP		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huaihua				China			CHH		CHP		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huainan				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huangchuan			China			CHH		HTLP	HTLP	CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huanggang				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huangmei				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huangshan				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huangshi				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huangtou				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huichuan				Dali			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huizhou				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hulontalangio			Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hunonganan			Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_huzhou				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hwangju				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hwaseong				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_hyuga					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iga					Japan			HTLP	CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_igala					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iki					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_illongo				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_inaba					Japan			CHH		CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_indragiri				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_indrapura				Champa			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ioci					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ise					Japan			CHH		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iwaki					Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iwami					Japan			HTLP	CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iwashiro				Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_iyo					Japan			HTLP	CHH		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_izu					Japan			CHH		CHP		CHP		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_izumi					Japan			CHH		CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_izumo					Japan			CHH		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jambi					Sumatra			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jangnyeong			Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jangsu				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_janjilo				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jeju					Korea			CHH		CHH		CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jeonglii				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jeonju				Korea			HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jian					China			CHH		CHH		HCV		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jianchang				China			HCV		HCV		HCV		HCV			HCV			HCV			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jiangling				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jiangmen				China			CHH		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jieyang				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jinan					China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jinhua				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jining				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jinju					Korea			HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jinyang				China			HCV		HCV		HCV		HCV			HCV			HCV			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jinzhou				China			CHH		CHH		CHP		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jiujiang				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_jongju				Korea			CHH		HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_juluobo				Manchuria		FP		FP		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_junli					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
